class,session_seconds,saturated_session_seconds,saturation_exposure_pct,policy
enterprise,4105.6055599999945,407.7530540000001,9.931617834227616,least_loaded
premium,3964.049606000019,413.91859599999975,10.441811711273468,least_loaded
freemium,4000.8951620000153,411.12593099999947,10.275848637695393,least_loaded
enterprise,4105.605560000006,905.7247029999996,22.06068483110682,round_robin
premium,3964.049606000012,827.8983530000012,20.88516631443988,round_robin
freemium,4000.8951620000153,833.0099199999995,20.820588550077993,round_robin
