time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing
150.683,0,0,0,725,75
150.684,0,0,0,726,74
150.829,0,0,0,725,75
150.879,0,0,0,726,74
150.998,0,0,0,727,73
151.07,0,0,0,728,72
151.214,0,0,0,727,73
151.94,0,0,0,726,74
152.104,0,0,0,727,73
152.138,0,0,0,728,72
152.333,0,0,0,729,71
152.371,0,0,0,730,70
152.723,0,0,0,729,71
152.767,0,0,0,728,72
152.81,0,0,0,727,73
152.815,0,0,0,728,72
153.109,0,0,0,729,71
153.139,0,0,0,730,70
153.541,0,0,0,731,69
153.593,0,0,0,730,70
153.623,0,0,0,729,71
153.65,0,0,0,728,72
153.817,0,0,0,729,71
153.889,0,0,0,728,72
153.905,0,0,0,729,71
153.954,0,0,0,730,70
154.041,0,0,0,731,69
154.404,0,0,0,730,70
154.536,0,0,0,729,71
154.618,0,0,0,730,70
154.774,0,0,0,729,71
154.793,0,0,0,728,72
154.953,0,0,0,727,73
155.059,0,0,0,726,74
155.083,0,0,0,725,75
155.353,0,0,0,726,74
155.922,0,0,0,725,75
155.95,0,0,0,726,74
156.346,0,0,0,727,73
156.494,0,0,0,726,74
156.701,0,0,0,727,73
156.991,0,0,0,728,72
157.174,0,0,0,727,73
157.251,0,0,0,728,72
157.413,0,0,0,727,73
157.518,0,0,0,728,72
157.566,0,0,0,729,71
157.969,0,0,0,728,72
158.051,0,0,0,727,73
158.219,0,0,0,728,72
158.387,0,0,0,727,73
158.399,0,0,0,726,74
158.405,0,0,0,727,73
158.414,0,0,0,728,72
158.658,0,0,0,727,73
158.777,0,0,0,728,72
158.942,0,0,0,727,73
159.245,0,0,0,726,74
159.519,0,0,0,725,75
159.552,0,0,0,726,74
159.608,0,0,0,727,73
159.646,0,0,0,728,72
160.361,0,0,0,729,71
160.401,0,0,0,728,72
160.469,0,0,0,727,73
160.536,0,0,0,726,74
160.627,0,0,0,727,73
160.728,0,0,0,726,74
160.824,0,0,0,725,75
161.232,0,0,0,724,76
161.49,0,0,0,725,75
161.759,0,0,0,726,74
162.07,0,0,0,727,73
162.08,0,0,0,728,72
162.504,0,0,0,729,71
162.515,0,0,0,728,72
162.985,0,0,0,727,73
162.989,0,0,0,726,74
163.188,0,0,0,725,75
163.253,0,0,0,724,76
163.486,0,0,0,725,75
163.529,0,0,0,726,74
163.789,0,0,0,727,73
163.918,0,0,0,726,74
164.04,0,0,0,725,75
164.119,0,0,0,726,74
164.43,0,0,0,727,73
164.434,0,0,0,726,74
164.568,0,0,0,725,75
164.719,0,0,0,726,74
164.945,0,0,0,725,75
164.989,0,0,0,726,74
165.283,0,0,0,725,75
165.57,0,0,0,726,74
165.647,0,0,0,725,75
165.659,0,0,0,724,76
165.673,0,0,0,725,75
165.691,0,0,0,724,76
165.703,0,0,0,725,75
165.825,0,0,0,724,76
166.079,0,0,0,725,75
166.103,0,0,0,724,76
166.273,0,0,0,725,75
166.446,0,0,0,724,76
166.587,0,0,0,725,75
166.706,0,0,0,724,76
166.82,0,0,0,725,75
166.908,0,0,0,724,76
166.94,0,0,0,723,77
167.109,0,0,0,722,78
167.152,0,0,0,721,79
167.254,0,0,0,722,78
167.273,0,0,0,723,77
167.332,0,0,0,724,76
167.357,0,0,0,725,75
167.654,0,0,0,724,76
167.843,0,0,0,723,77
167.946,0,0,0,724,76
167.974,0,0,0,725,75
168.094,0,0,0,726,74
168.516,0,0,0,727,73
168.665,0,0,0,726,74
168.773,0,0,0,725,75
168.819,0,0,0,726,74
168.868,0,0,0,727,73
169.144,0,0,0,728,72
169.295,0,0,0,729,71
169.299,0,0,0,728,72
169.453,0,0,0,727,73
169.965,0,0,0,728,72
169.98,0,0,0,727,73
170.122,0,0,0,728,72
170.188,0,0,0,727,73
170.401,0,0,0,728,72
170.783,0,0,0,729,71
170.929,0,0,0,730,70
171.085,0,0,0,729,71
171.162,0,0,0,728,72
171.204,0,0,0,729,71
171.207,0,0,0,728,72
171.236,0,0,0,729,71
171.383,0,0,0,730,70
171.502,0,0,0,729,71
171.58,0,0,0,730,70
171.71,0,0,0,729,71
171.732,0,0,0,728,72
171.734,0,0,0,727,73
172.149,0,0,0,728,72
172.303,0,0,0,727,73
172.315,0,0,0,728,72
172.498,0,0,0,729,71
172.67,0,0,0,728,72
172.759,0,0,0,727,73
172.912,0,0,0,728,72
173.313,0,0,0,729,71
173.619,0,0,0,728,72
173.656,0,0,0,729,71
173.704,0,0,0,730,70
173.814,0,0,0,731,69
173.95,0,0,0,732,68
173.957,0,0,0,733,67
173.957,0,0,0,732,68
174.062,0,0,0,733,67
174.309,0,0,0,734,66
174.429,0,0,0,735,65
174.436,0,0,0,736,64
174.443,0,0,0,735,65
174.519,0,0,0,734,66
174.686,0,0,0,735,65
174.933,0,0,0,736,64
174.947,0,0,0,735,65
174.998,0,0,0,736,64
174.999,0,0,0,735,65
175,0,0,0,736,64
175.237,0,0,0,737,63
175.476,0,0,0,736,64
175.581,0,0,0,737,63
176.333,0,0,0,738,62
176.383,0,0,0,737,63
176.617,0,0,0,736,64
176.706,0,0,0,735,65
176.759,0,0,0,736,64
177.171,0,0,0,737,63
177.31,0,0,0,738,62
177.319,0,0,0,737,63
177.383,0,0,0,736,64
177.592,0,0,0,737,63
177.712,0,0,0,738,62
177.904,0,0,0,739,61
177.963,0,0,0,740,60
177.974,0,0,0,739,61
177.995,0,0,0,740,60
178.141,0,0,0,739,61
178.572,0,0,0,740,60
178.667,0,0,0,739,61
179.19,0,0,0,740,60
179.303,0,0,0,741,59
179.376,0,0,0,742,58
180.659,0,0,0,743,57
180.83,0,0,0,744,56
181.312,0,0,0,745,55
181.332,0,0,0,746,54
181.468,0,0,0,747,53
181.561,0,0,0,748,52
182.715,0,0,0,749,51
182.863,0,0,0,750,50
182.964,0,0,0,751,49
183.151,0,0,0,752,48
183.443,0,0,0,753,47
183.754,0,0,0,754,46
183.758,0,0,0,755,45
184.833,0,0,0,756,44
184.879,0,0,0,757,43
185.625,0,0,0,758,42
185.791,0,0,0,759,41
186.005,0,0,0,760,40
186.056,0,0,0,761,39
186.404,0,0,0,762,38
187.171,0,0,0,763,37
187.177,0,0,0,764,36
187.18,0,0,0,765,35
188.289,0,0,0,766,34
188.406,0,0,0,767,33
188.495,0,0,0,768,32
188.526,0,0,0,769,31
189.245,0,0,0,770,30
189.561,0,0,0,771,29
190.285,0,0,0,772,28
191.356,0,0,0,773,27
191.392,0,0,0,774,26
191.578,0,0,0,775,25
191.645,0,0,0,776,24
191.808,0,0,0,777,23
192.404,0,0,0,778,22
193.168,0,0,0,779,21
193.331,0,0,0,780,20
193.573,0,0,0,781,19
193.616,0,0,0,782,18
193.692,0,0,0,783,17
194.099,0,0,0,784,16
194.347,0,0,0,785,15
194.466,0,0,0,786,14
194.575,0,0,0,787,13
195.171,0,0,0,788,12
195.577,0,0,0,789,11
196.679,0,0,0,790,10
197.002,0,0,0,791,9
197.152,0,0,0,792,8
197.502,0,0,0,793,7
198.032,0,0,0,794,6
199.428,0,0,0,795,5
200.717,0,0,0,796,4
202.416,0,0,0,797,3
203.751,0,0,0,798,2
204.85,0,0,0,799,1
205.166,0,0,0,800,0
