time_s,class__enterprise,class__freemium,class__premium,replica_0,replica_0__enterprise,replica_0__freemium,replica_0__premium,replica_1,replica_1__enterprise,replica_1__freemium,replica_1__premium,replica_2,replica_2__enterprise,replica_2__freemium,replica_2__premium,replica_3,replica_3__enterprise,replica_3__freemium,replica_3__premium,replica_4,replica_4__enterprise,replica_4__freemium,replica_4__premium,replica_5,replica_5__enterprise,replica_5__freemium,replica_5__premium,replica_6,replica_6__enterprise,replica_6__freemium,replica_6__premium,replica_7,replica_7__enterprise,replica_7__freemium,replica_7__premium,total
53.319111,21,22,21,9,2,5,2,7,2,3,2,9,6,1,2,8,4,1,3,7,0,3,4,8,3,2,3,9,0,5,4,7,4,2,1,64
53.342993,21,22,20,8,2,5,1,7,2,3,2,9,6,1,2,8,4,1,3,7,0,3,4,8,3,2,3,9,0,5,4,7,4,2,1,63
53.573188,21,22,21,8,2,5,1,7,2,3,2,9,6,1,2,8,4,1,3,7,0,3,4,8,3,2,3,9,0,5,4,8,4,2,2,64
53.613066,21,22,22,9,2,5,2,7,2,3,2,9,6,1,2,8,4,1,3,7,0,3,4,8,3,2,3,9,0,5,4,8,4,2,2,65
53.697215,21,21,22,9,2,5,2,7,2,3,2,9,6,1,2,8,4,1,3,7,0,3,4,8,3,2,3,8,0,4,4,8,4,2,2,64
53.936754,21,21,21,9,2,5,2,7,2,3,2,9,6,1,2,8,4,1,3,6,0,3,3,8,3,2,3,8,0,4,4,8,4,2,2,63
54.169553,21,20,21,8,2,4,2,7,2,3,2,9,6,1,2,8,4,1,3,6,0,3,3,8,3,2,3,8,0,4,4,8,4,2,2,62
54.442826,22,20,21,8,2,4,2,8,3,3,2,9,6,1,2,8,4,1,3,6,0,3,3,8,3,2,3,8,0,4,4,8,4,2,2,63
54.818758,21,20,21,8,2,4,2,8,3,3,2,9,6,1,2,8,4,1,3,6,0,3,3,8,3,2,3,8,0,4,4,7,3,2,2,62
54.839072,21,19,21,7,2,3,2,8,3,3,2,9,6,1,2,8,4,1,3,6,0,3,3,8,3,2,3,8,0,4,4,7,3,2,2,61
55.184336,21,20,21,7,2,3,2,8,3,3,2,10,6,2,2,8,4,1,3,6,0,3,3,8,3,2,3,8,0,4,4,7,3,2,2,62
55.242885,21,20,22,7,2,3,2,8,3,3,2,10,6,2,2,9,4,1,4,6,0,3,3,8,3,2,3,8,0,4,4,7,3,2,2,63
55.273989,21,19,22,7,2,3,2,8,3,3,2,10,6,2,2,8,4,0,4,6,0,3,3,8,3,2,3,8,0,4,4,7,3,2,2,62
55.435182,20,19,22,7,2,3,2,8,3,3,2,9,5,2,2,8,4,0,4,6,0,3,3,8,3,2,3,8,0,4,4,7,3,2,2,61
55.609023,20,20,22,7,2,3,2,8,3,3,2,9,5,2,2,8,4,0,4,7,0,4,3,8,3,2,3,8,0,4,4,7,3,2,2,62
55.718091,21,20,22,7,2,3,2,8,3,3,2,9,5,2,2,8,4,0,4,7,0,4,3,9,4,2,3,8,0,4,4,7,3,2,2,63
55.891998,20,20,22,7,2,3,2,8,3,3,2,8,4,2,2,8,4,0,4,7,0,4,3,9,4,2,3,8,0,4,4,7,3,2,2,62
55.969303,21,20,22,7,2,3,2,8,3,3,2,8,4,2,2,8,4,0,4,7,0,4,3,9,4,2,3,9,1,4,4,7,3,2,2,63
55.978564,22,20,22,7,2,3,2,8,3,3,2,8,4,2,2,8,4,0,4,7,0,4,3,9,4,2,3,9,1,4,4,8,4,2,2,64
56.011086,21,20,22,7,2,3,2,8,3,3,2,8,4,2,2,8,4,0,4,7,0,4,3,8,3,2,3,9,1,4,4,8,4,2,2,63
56.073671,22,20,22,8,3,3,2,8,3,3,2,8,4,2,2,8,4,0,4,7,0,4,3,8,3,2,3,9,1,4,4,8,4,2,2,64
56.152608,22,21,22,8,3,3,2,9,3,4,2,8,4,2,2,8,4,0,4,7,0,4,3,8,3,2,3,9,1,4,4,8,4,2,2,65
56.803118,22,21,23,8,3,3,2,9,3,4,2,9,4,2,3,8,4,0,4,7,0,4,3,8,3,2,3,9,1,4,4,8,4,2,2,66
56.949874,22,21,22,8,3,3,2,9,3,4,2,9,4,2,3,8,4,0,4,6,0,4,2,8,3,2,3,9,1,4,4,8,4,2,2,65
57.018747,22,21,23,8,3,3,2,9,3,4,2,9,4,2,3,9,4,0,5,6,0,4,2,8,3,2,3,9,1,4,4,8,4,2,2,66
57.121162,23,21,23,8,3,3,2,9,3,4,2,9,4,2,3,9,4,0,5,7,1,4,2,8,3,2,3,9,1,4,4,8,4,2,2,67
57.226356,23,21,24,8,3,3,2,9,3,4,2,9,4,2,3,9,4,0,5,7,1,4,2,9,3,2,4,9,1,4,4,8,4,2,2,68
57.307446,23,20,24,8,3,3,2,8,3,3,2,9,4,2,3,9,4,0,5,7,1,4,2,9,3,2,4,9,1,4,4,8,4,2,2,67
57.49613,23,20,23,8,3,3,2,8,3,3,2,8,4,2,2,9,4,0,5,7,1,4,2,9,3,2,4,9,1,4,4,8,4,2,2,66
57.591669,23,20,22,8,3,3,2,8,3,3,2,8,4,2,2,9,4,0,5,7,1,4,2,8,3,2,3,9,1,4,4,8,4,2,2,65
57.614977,23,21,22,8,3,3,2,8,3,3,2,8,4,2,2,9,4,0,5,7,1,4,2,8,3,2,3,10,1,5,4,8,4,2,2,66
57.715935,24,21,22,8,3,3,2,8,3,3,2,8,4,2,2,9,4,0,5,7,1,4,2,8,3,2,3,10,1,5,4,9,5,2,2,67
57.911946,24,21,23,9,3,3,3,8,3,3,2,8,4,2,2,9,4,0,5,7,1,4,2,8,3,2,3,10,1,5,4,9,5,2,2,68
58.374871,25,21,23,9,3,3,3,9,4,3,2,8,4,2,2,9,4,0,5,7,1,4,2,8,3,2,3,10,1,5,4,9,5,2,2,69
58.724558,25,21,22,9,3,3,3,9,4,3,2,8,4,2,2,9,4,0,5,7,1,4,2,7,3,2,2,10,1,5,4,9,5,2,2,68
58.747834,26,21,22,9,3,3,3,9,4,3,2,9,5,2,2,9,4,0,5,7,1,4,2,7,3,2,2,10,1,5,4,9,5,2,2,69
58.830066,26,20,22,8,3,2,3,9,4,3,2,9,5,2,2,9,4,0,5,7,1,4,2,7,3,2,2,10,1,5,4,9,5,2,2,68
58.855231,25,20,22,8,3,2,3,9,4,3,2,9,5,2,2,8,3,0,5,7,1,4,2,7,3,2,2,10,1,5,4,9,5,2,2,67
58.874449,25,19,22,8,3,2,3,9,4,3,2,9,5,2,2,8,3,0,5,6,1,3,2,7,3,2,2,10,1,5,4,9,5,2,2,66
59.033789,25,19,23,8,3,2,3,9,4,3,2,9,5,2,2,9,3,0,6,6,1,3,2,7,3,2,2,10,1,5,4,9,5,2,2,67
59.511747,25,18,23,8,3,2,3,9,4,3,2,9,5,2,2,9,3,0,6,6,1,3,2,7,3,2,2,9,1,4,4,9,5,2,2,66
59.796422,26,18,23,8,3,2,3,9,4,3,2,9,5,2,2,9,3,0,6,7,2,3,2,7,3,2,2,9,1,4,4,9,5,2,2,67
59.862445,26,18,24,8,3,2,3,9,4,3,2,9,5,2,2,9,3,0,6,7,2,3,2,8,3,2,3,9,1,4,4,9,5,2,2,68
59.885167,26,17,24,8,3,2,3,9,4,3,2,9,5,2,2,9,3,0,6,7,2,3,2,8,3,2,3,9,1,4,4,8,5,1,2,67
60.081288,25,17,24,8,3,2,3,9,4,3,2,9,5,2,2,8,2,0,6,7,2,3,2,8,3,2,3,9,1,4,4,8,5,1,2,66
60.137241,25,18,24,8,3,2,3,9,4,3,2,9,5,2,2,8,2,0,6,7,2,3,2,8,3,2,3,10,1,5,4,8,5,1,2,67
60.141646,25,19,24,8,3,2,3,9,4,3,2,9,5,2,2,8,2,0,6,7,2,3,2,8,3,2,3,10,1,5,4,9,5,2,2,68
60.296111,25,19,25,9,3,2,4,9,4,3,2,9,5,2,2,8,2,0,6,7,2,3,2,8,3,2,3,10,1,5,4,9,5,2,2,69
60.358998,25,18,25,8,3,1,4,9,4,3,2,9,5,2,2,8,2,0,6,7,2,3,2,8,3,2,3,10,1,5,4,9,5,2,2,68
60.464231,24,18,25,8,3,1,4,9,4,3,2,8,4,2,2,8,2,0,6,7,2,3,2,8,3,2,3,10,1,5,4,9,5,2,2,67
60.473188,23,18,25,7,2,1,4,9,4,3,2,8,4,2,2,8,2,0,6,7,2,3,2,8,3,2,3,10,1,5,4,9,5,2,2,66
60.72229,23,17,25,7,2,1,4,8,4,2,2,8,4,2,2,8,2,0,6,7,2,3,2,8,3,2,3,10,1,5,4,9,5,2,2,65
60.782476,23,17,24,7,2,1,4,8,4,2,2,8,4,2,2,8,2,0,6,7,2,3,2,8,3,2,3,9,1,5,3,9,5,2,2,64
61.025429,23,17,23,7,2,1,4,8,4,2,2,8,4,2,2,8,2,0,6,6,2,3,1,8,3,2,3,9,1,5,3,9,5,2,2,63
61.089797,23,17,24,7,2,1,4,9,4,2,3,8,4,2,2,8,2,0,6,6,2,3,1,8,3,2,3,9,1,5,3,9,5,2,2,64
61.134534,22,17,24,7,2,1,4,9,4,2,3,7,3,2,2,8,2,0,6,6,2,3,1,8,3,2,3,9,1,5,3,9,5,2,2,63
61.27077,22,16,24,7,2,1,4,9,4,2,3,7,3,2,2,8,2,0,6,5,2,2,1,8,3,2,3,9,1,5,3,9,5,2,2,62
61.410018,22,16,23,7,2,1,4,9,4,2,3,7,3,2,2,8,2,0,6,5,2,2,1,8,3,2,3,8,1,5,2,9,5,2,2,61
61.416829,22,16,24,7,2,1,4,9,4,2,3,8,3,2,3,8,2,0,6,5,2,2,1,8,3,2,3,8,1,5,2,9,5,2,2,62
61.562946,22,16,25,7,2,1,4,9,4,2,3,8,3,2,3,9,2,0,7,5,2,2,1,8,3,2,3,8,1,5,2,9,5,2,2,63
61.618326,22,16,24,6,2,1,3,9,4,2,3,8,3,2,3,9,2,0,7,5,2,2,1,8,3,2,3,8,1,5,2,9,5,2,2,62
61.640801,23,16,24,6,2,1,3,9,4,2,3,8,3,2,3,9,2,0,7,6,3,2,1,8,3,2,3,8,1,5,2,9,5,2,2,63
62.106925,24,16,24,6,2,1,3,9,4,2,3,8,3,2,3,9,2,0,7,6,3,2,1,9,4,2,3,8,1,5,2,9,5,2,2,64
62.179892,24,16,25,6,2,1,3,9,4,2,3,8,3,2,3,9,2,0,7,6,3,2,1,9,4,2,3,9,1,5,3,9,5,2,2,65
62.574574,25,16,25,6,2,1,3,9,4,2,3,8,3,2,3,9,2,0,7,6,3,2,1,9,4,2,3,9,1,5,3,10,6,2,2,66
62.647265,25,16,24,6,2,1,3,9,4,2,3,8,3,2,3,8,2,0,6,6,3,2,1,9,4,2,3,9,1,5,3,10,6,2,2,65
62.712237,25,17,24,7,2,2,3,9,4,2,3,8,3,2,3,8,2,0,6,6,3,2,1,9,4,2,3,9,1,5,3,10,6,2,2,66
62.777539,26,17,24,7,2,2,3,10,5,2,3,8,3,2,3,8,2,0,6,6,3,2,1,9,4,2,3,9,1,5,3,10,6,2,2,67
62.82481,25,17,24,7,2,2,3,10,5,2,3,8,3,2,3,8,2,0,6,6,3,2,1,8,3,2,3,9,1,5,3,10,6,2,2,66
62.961346,24,17,24,7,2,2,3,10,5,2,3,7,2,2,3,8,2,0,6,6,3,2,1,8,3,2,3,9,1,5,3,10,6,2,2,65
63.037638,24,18,24,7,2,2,3,10,5,2,3,8,2,3,3,8,2,0,6,6,3,2,1,8,3,2,3,9,1,5,3,10,6,2,2,66
63.299744,24,18,23,7,2,2,3,10,5,2,3,7,2,3,2,8,2,0,6,6,3,2,1,8,3,2,3,9,1,5,3,10,6,2,2,65
63.532305,24,18,24,7,2,2,3,10,5,2,3,7,2,3,2,9,2,0,7,6,3,2,1,8,3,2,3,9,1,5,3,10,6,2,2,66
63.637259,24,17,24,7,2,2,3,10,5,2,3,7,2,3,2,9,2,0,7,6,3,2,1,8,3,2,3,8,1,4,3,10,6,2,2,65
63.695083,24,18,24,7,2,2,3,10,5,2,3,7,2,3,2,9,2,0,7,7,3,3,1,8,3,2,3,8,1,4,3,10,6,2,2,66
63.721538,24,18,23,7,2,2,3,10,5,2,3,7,2,3,2,8,2,0,6,7,3,3,1,8,3,2,3,8,1,4,3,10,6,2,2,65
63.974761,24,19,23,7,2,2,3,10,5,2,3,7,2,3,2,8,2,0,6,7,3,3,1,9,3,3,3,8,1,4,3,10,6,2,2,66
64.261527,24,19,22,7,2,2,3,10,5,2,3,7,2,3,2,8,2,0,6,7,3,3,1,9,3,3,3,8,1,4,3,9,6,2,1,65
64.323712,24,19,21,6,2,2,2,10,5,2,3,7,2,3,2,8,2,0,6,7,3,3,1,9,3,3,3,8,1,4,3,9,6,2,1,64
64.880935,24,19,22,6,2,2,2,10,5,2,3,7,2,3,2,8,2,0,6,7,3,3,1,9,3,3,3,9,1,4,4,9,6,2,1,65
64.965731,24,19,21,6,2,2,2,10,5,2,3,7,2,3,2,8,2,0,6,7,3,3,1,9,3,3,3,9,1,4,4,8,6,2,0,64
64.971361,24,18,21,6,2,2,2,10,5,2,3,7,2,3,2,8,2,0,6,7,3,3,1,8,3,2,3,9,1,4,4,8,6,2,0,63
65.319274,25,18,21,6,2,2,2,10,5,2,3,7,2,3,2,8,2,0,6,7,3,3,1,8,3,2,3,9,1,4,4,9,7,2,0,64
65.373866,24,18,21,6,2,2,2,9,4,2,3,7,2,3,2,8,2,0,6,7,3,3,1,8,3,2,3,9,1,4,4,9,7,2,0,63
65.439382,24,19,21,7,2,3,2,9,4,2,3,7,2,3,2,8,2,0,6,7,3,3,1,8,3,2,3,9,1,4,4,9,7,2,0,64
65.552463,24,20,21,7,2,3,2,10,4,3,3,7,2,3,2,8,2,0,6,7,3,3,1,8,3,2,3,9,1,4,4,9,7,2,0,65
65.849648,24,20,20,7,2,3,2,9,4,3,2,7,2,3,2,8,2,0,6,7,3,3,1,8,3,2,3,9,1,4,4,9,7,2,0,64
65.880227,24,21,20,7,2,3,2,9,4,3,2,8,2,4,2,8,2,0,6,7,3,3,1,8,3,2,3,9,1,4,4,9,7,2,0,65
65.912925,24,20,20,7,2,3,2,9,4,3,2,8,2,4,2,8,2,0,6,6,3,2,1,8,3,2,3,9,1,4,4,9,7,2,0,64
66.073804,25,20,20,7,2,3,2,9,4,3,2,8,2,4,2,9,3,0,6,6,3,2,1,8,3,2,3,9,1,4,4,9,7,2,0,65
66.074809,24,20,20,7,2,3,2,9,4,3,2,7,1,4,2,9,3,0,6,6,3,2,1,8,3,2,3,9,1,4,4,9,7,2,0,64
66.384132,25,20,20,7,2,3,2,9,4,3,2,7,1,4,2,9,3,0,6,7,4,2,1,8,3,2,3,9,1,4,4,9,7,2,0,65
66.39668,25,20,19,7,2,3,2,8,4,3,1,7,1,4,2,9,3,0,6,7,4,2,1,8,3,2,3,9,1,4,4,9,7,2,0,64
66.399329,25,20,18,7,2,3,2,8,4,3,1,7,1,4,2,8,3,0,5,7,4,2,1,8,3,2,3,9,1,4,4,9,7,2,0,63
66.930252,25,20,19,7,2,3,2,8,4,3,1,7,1,4,2,8,3,0,5,7,4,2,1,9,3,2,4,9,1,4,4,9,7,2,0,64
67.180328,25,21,19,7,2,3,2,8,4,3,1,7,1,4,2,8,3,0,5,7,4,2,1,9,3,2,4,10,1,5,4,9,7,2,0,65
67.393228,25,22,19,7,2,3,2,8,4,3,1,7,1,4,2,8,3,0,5,7,4,2,1,9,3,2,4,10,1,5,4,10,7,3,0,66
67.4456,24,22,19,6,1,3,2,8,4,3,1,7,1,4,2,8,3,0,5,7,4,2,1,9,3,2,4,10,1,5,4,10,7,3,0,65
67.560145,24,22,18,6,1,3,2,8,4,3,1,7,1,4,2,8,3,0,5,7,4,2,1,9,3,2,4,9,1,5,3,10,7,3,0,64
67.710755,24,21,18,6,1,3,2,8,4,3,1,6,1,3,2,8,3,0,5,7,4,2,1,9,3,2,4,9,1,5,3,10,7,3,0,63
67.801884,25,21,18,7,2,3,2,8,4,3,1,6,1,3,2,8,3,0,5,7,4,2,1,9,3,2,4,9,1,5,3,10,7,3,0,64
67.83487,24,21,18,7,2,3,2,8,4,3,1,6,1,3,2,8,3,0,5,7,4,2,1,9,3,2,4,9,1,5,3,9,6,3,0,63
67.946281,24,21,19,7,2,3,2,9,4,3,2,6,1,3,2,8,3,0,5,7,4,2,1,9,3,2,4,9,1,5,3,9,6,3,0,64
68.08217,24,22,19,7,2,3,2,9,4,3,2,7,1,4,2,8,3,0,5,7,4,2,1,9,3,2,4,9,1,5,3,9,6,3,0,65
68.094721,24,23,19,7,2,3,2,9,4,3,2,7,1,4,2,9,3,1,5,7,4,2,1,9,3,2,4,9,1,5,3,9,6,3,0,66
68.190135,24,23,18,7,2,3,2,9,4,3,2,7,1,4,2,9,3,1,5,6,4,2,0,9,3,2,4,9,1,5,3,9,6,3,0,65
68.347474,24,23,19,7,2,3,2,9,4,3,2,7,1,4,2,9,3,1,5,7,4,2,1,9,3,2,4,9,1,5,3,9,6,3,0,66
68.667169,25,23,19,7,2,3,2,9,4,3,2,7,1,4,2,9,3,1,5,7,4,2,1,10,4,2,4,9,1,5,3,9,6,3,0,67
69.100119,25,23,18,7,2,3,2,9,4,3,2,7,1,4,2,9,3,1,5,7,4,2,1,9,4,2,3,9,1,5,3,9,6,3,0,66
69.1085,26,23,18,7,2,3,2,9,4,3,2,7,1,4,2,9,3,1,5,7,4,2,1,9,4,2,3,10,2,5,3,9,6,3,0,67
69.108561,26,22,18,7,2,3,2,9,4,3,2,7,1,4,2,9,3,1,5,7,4,2,1,8,4,1,3,10,2,5,3,9,6,3,0,66
69.297249,26,21,18,7,2,3,2,9,4,3,2,7,1,4,2,9,3,1,5,7,4,2,1,8,4,1,3,10,2,5,3,8,6,2,0,65
69.520379,26,22,18,7,2,3,2,9,4,3,2,7,1,4,2,9,3,1,5,7,4,2,1,8,4,1,3,10,2,5,3,9,6,3,0,66
69.620275,27,22,18,8,3,3,2,9,4,3,2,7,1,4,2,9,3,1,5,7,4,2,1,8,4,1,3,10,2,5,3,9,6,3,0,67
69.715241,27,22,19,8,3,3,2,10,4,3,3,7,1,4,2,9,3,1,5,7,4,2,1,8,4,1,3,10,2,5,3,9,6,3,0,68
69.809435,27,23,19,8,3,3,2,10,4,3,3,8,1,5,2,9,3,1,5,7,4,2,1,8,4,1,3,10,2,5,3,9,6,3,0,69
69.858415,27,24,19,8,3,3,2,10,4,3,3,8,1,5,2,10,3,2,5,7,4,2,1,8,4,1,3,10,2,5,3,9,6,3,0,70
70.154496,27,25,19,8,3,3,2,10,4,3,3,8,1,5,2,10,3,2,5,8,4,3,1,8,4,1,3,10,2,5,3,9,6,3,0,71
70.166498,28,25,19,8,3,3,2,10,4,3,3,8,1,5,2,10,3,2,5,8,4,3,1,9,5,1,3,10,2,5,3,9,6,3,0,72
70.242701,29,25,19,8,3,3,2,10,4,3,3,8,1,5,2,10,3,2,5,8,4,3,1,9,5,1,3,11,3,5,3,9,6,3,0,73
70.316063,29,25,20,8,3,3,2,10,4,3,3,8,1,5,2,10,3,2,5,8,4,3,1,9,5,1,3,11,3,5,3,10,6,3,1,74
70.569549,28,25,20,8,3,3,2,10,4,3,3,8,1,5,2,10,3,2,5,8,4,3,1,9,5,1,3,11,3,5,3,9,5,3,1,73
70.605182,28,25,21,9,3,3,3,10,4,3,3,8,1,5,2,10,3,2,5,8,4,3,1,9,5,1,3,11,3,5,3,9,5,3,1,74
70.779167,28,25,20,9,3,3,3,10,4,3,3,8,1,5,2,9,3,2,4,8,4,3,1,9,5,1,3,11,3,5,3,9,5,3,1,73
70.782445,28,25,21,9,3,3,3,11,4,3,4,8,1,5,2,9,3,2,4,8,4,3,1,9,5,1,3,11,3,5,3,9,5,3,1,74
70.972781,27,25,21,9,3,3,3,11,4,3,4,8,1,5,2,8,2,2,4,8,4,3,1,9,5,1,3,11,3,5,3,9,5,3,1,73
71.00224,27,25,22,9,3,3,3,11,4,3,4,9,1,5,3,8,2,2,4,8,4,3,1,9,5,1,3,11,3,5,3,9,5,3,1,74
71.005342,27,26,22,9,3,3,3,11,4,3,4,9,1,5,3,9,2,3,4,8,4,3,1,9,5,1,3,11,3,5,3,9,5,3,1,75
71.819713,26,26,22,8,2,3,3,11,4,3,4,9,1,5,3,9,2,3,4,8,4,3,1,9,5,1,3,11,3,5,3,9,5,3,1,74
71.999489,26,26,23,8,2,3,3,11,4,3,4,9,1,5,3,9,2,3,4,9,4,3,2,9,5,1,3,11,3,5,3,9,5,3,1,75
72.138033,26,26,22,8,2,3,3,11,4,3,4,8,1,5,2,9,2,3,4,9,4,3,2,9,5,1,3,11,3,5,3,9,5,3,1,74
72.156099,26,26,21,8,2,3,3,11,4,3,4,7,1,5,1,9,2,3,4,9,4,3,2,9,5,1,3,11,3,5,3,9,5,3,1,73
72.306634,26,27,21,8,2,3,3,11,4,3,4,7,1,5,1,9,2,3,4,9,4,3,2,10,5,2,3,11,3,5,3,9,5,3,1,74
72.364797,26,28,21,8,2,3,3,11,4,3,4,7,1,5,1,9,2,3,4,9,4,3,2,10,5,2,3,12,3,6,3,9,5,3,1,75
72.463593,26,27,21,8,2,3,3,10,4,2,4,7,1,5,1,9,2,3,4,9,4,3,2,10,5,2,3,12,3,6,3,9,5,3,1,74
72.635487,27,27,21,8,2,3,3,10,4,2,4,7,1,5,1,9,2,3,4,9,4,3,2,10,5,2,3,12,3,6,3,10,6,3,1,75
72.713098,27,27,22,9,2,3,4,10,4,2,4,7,1,5,1,9,2,3,4,9,4,3,2,10,5,2,3,12,3,6,3,10,6,3,1,76
72.770647,27,26,22,9,2,3,4,10,4,2,4,7,1,5,1,9,2,3,4,9,4,3,2,10,5,2,3,11,3,5,3,10,6,3,1,75
73.04563,28,26,22,9,2,3,4,11,5,2,4,7,1,5,1,9,2,3,4,9,4,3,2,10,5,2,3,11,3,5,3,10,6,3,1,76
73.150374,28,26,21,8,2,3,3,11,5,2,4,7,1,5,1,9,2,3,4,9,4,3,2,10,5,2,3,11,3,5,3,10,6,3,1,75
73.181071,28,26,22,8,2,3,3,11,5,2,4,8,1,5,2,9,2,3,4,9,4,3,2,10,5,2,3,11,3,5,3,10,6,3,1,76
73.23713,28,26,21,8,2,3,3,11,5,2,4,8,1,5,2,8,2,3,3,9,4,3,2,10,5,2,3,11,3,5,3,10,6,3,1,75
73.444871,28,25,21,8,2,3,3,11,5,2,4,7,1,4,2,8,2,3,3,9,4,3,2,10,5,2,3,11,3,5,3,10,6,3,1,74
73.51915,28,25,22,8,2,3,3,11,5,2,4,7,1,4,2,9,2,3,4,9,4,3,2,10,5,2,3,11,3,5,3,10,6,3,1,75
73.689333,29,25,22,8,2,3,3,11,5,2,4,7,1,4,2,9,2,3,4,10,5,3,2,10,5,2,3,11,3,5,3,10,6,3,1,76
73.863159,29,25,23,8,2,3,3,11,5,2,4,7,1,4,2,9,2,3,4,10,5,3,2,11,5,2,4,11,3,5,3,10,6,3,1,77
73.871861,30,25,23,8,2,3,3,11,5,2,4,7,1,4,2,9,2,3,4,10,5,3,2,11,5,2,4,12,4,5,3,10,6,3,1,78
73.90892,30,24,23,8,2,3,3,11,5,2,4,7,1,4,2,9,2,3,4,9,5,2,2,11,5,2,4,12,4,5,3,10,6,3,1,77
73.978823,29,24,23,8,2,3,3,11,5,2,4,7,1,4,2,9,2,3,4,8,4,2,2,11,5,2,4,12,4,5,3,10,6,3,1,76
74.221341,29,24,22,8,2,3,3,11,5,2,4,7,1,4,2,9,2,3,4,8,4,2,2,11,5,2,4,11,4,5,2,10,6,3,1,75
74.414201,29,23,22,8,2,3,3,11,5,2,4,7,1,4,2,9,2,3,4,8,4,2,2,11,5,2,4,10,4,4,2,10,6,3,1,74
74.487225,28,23,22,8,2,3,3,11,5,2,4,7,1,4,2,9,2,3,4,8,4,2,2,10,4,2,4,10,4,4,2,10,6,3,1,73
74.984395,29,23,22,8,2,3,3,11,5,2,4,7,1,4,2,9,2,3,4,8,4,2,2,10,4,2,4,10,4,4,2,11,7,3,1,74
75.170426,29,23,23,9,2,3,4,11,5,2,4,7,1,4,2,9,2,3,4,8,4,2,2,10,4,2,4,10,4,4,2,11,7,3,1,75
75.175389,29,22,23,9,2,3,4,11,5,2,4,6,1,3,2,9,2,3,4,8,4,2,2,10,4,2,4,10,4,4,2,11,7,3,1,74
75.382086,29,23,23,9,2,3,4,12,5,3,4,6,1,3,2,9,2,3,4,8,4,2,2,10,4,2,4,10,4,4,2,11,7,3,1,75
75.416258,28,23,23,9,2,3,4,12,5,3,4,6,1,3,2,9,2,3,4,8,4,2,2,10,4,2,4,10,4,4,2,10,6,3,1,74
75.485091,27,23,23,9,2,3,4,12,5,3,4,6,1,3,2,9,2,3,4,8,4,2,2,9,3,2,4,10,4,4,2,10,6,3,1,73
75.530378,27,23,22,9,2,3,4,12,5,3,4,6,1,3,2,8,2,3,3,8,4,2,2,9,3,2,4,10,4,4,2,10,6,3,1,72
75.626313,27,24,22,9,2,3,4,12,5,3,4,7,1,4,2,8,2,3,3,8,4,2,2,9,3,2,4,10,4,4,2,10,6,3,1,73
76.00087,28,24,22,9,2,3,4,12,5,3,4,7,1,4,2,9,3,3,3,8,4,2,2,9,3,2,4,10,4,4,2,10,6,3,1,74
76.064158,29,24,22,9,2,3,4,12,5,3,4,7,1,4,2,9,3,3,3,9,5,2,2,9,3,2,4,10,4,4,2,10,6,3,1,75
76.07766,28,24,22,9,2,3,4,11,4,3,4,7,1,4,2,9,3,3,3,9,5,2,2,9,3,2,4,10,4,4,2,10,6,3,1,74
76.140011,27,24,22,9,2,3,4,11,4,3,4,7,1,4,2,8,2,3,3,9,5,2,2,9,3,2,4,10,4,4,2,10,6,3,1,73
76.177503,27,25,22,9,2,3,4,11,4,3,4,7,1,4,2,8,2,3,3,9,5,2,2,10,3,3,4,10,4,4,2,10,6,3,1,74
76.415196,26,25,22,9,2,3,4,11,4,3,4,6,0,4,2,8,2,3,3,9,5,2,2,10,3,3,4,10,4,4,2,10,6,3,1,73
76.518525,26,25,23,9,2,3,4,11,4,3,4,6,0,4,2,8,2,3,3,9,5,2,2,10,3,3,4,11,4,4,3,10,6,3,1,74
76.669362,27,25,23,9,2,3,4,11,4,3,4,6,0,4,2,8,2,3,3,9,5,2,2,10,3,3,4,11,4,4,3,11,7,3,1,75
76.720311,27,25,24,10,2,3,5,11,4,3,4,6,0,4,2,8,2,3,3,9,5,2,2,10,3,3,4,11,4,4,3,11,7,3,1,76
76.880863,27,24,24,9,2,2,5,11,4,3,4,6,0,4,2,8,2,3,3,9,5,2,2,10,3,3,4,11,4,4,3,11,7,3,1,75
77.041871,26,24,24,9,2,2,5,10,3,3,4,6,0,4,2,8,2,3,3,9,5,2,2,10,3,3,4,11,4,4,3,11,7,3,1,74
77.053996,26,23,24,9,2,2,5,10,3,3,4,6,0,4,2,8,2,3,3,9,5,2,2,10,3,3,4,10,4,3,3,11,7,3,1,73
77.163063,27,23,24,9,2,2,5,11,4,3,4,6,0,4,2,8,2,3,3,9,5,2,2,10,3,3,4,10,4,3,3,11,7,3,1,74
77.200482,28,23,24,9,2,2,5,11,4,3,4,7,1,4,2,8,2,3,3,9,5,2,2,10,3,3,4,10,4,3,3,11,7,3,1,75
77.203649,27,23,24,9,2,2,5,11,4,3,4,7,1,4,2,8,2,3,3,8,4,2,2,10,3,3,4,10,4,3,3,11,7,3,1,74
78.165559,27,22,24,9,2,2,5,11,4,3,4,7,1,4,2,8,2,3,3,8,4,2,2,10,3,3,4,10,4,3,3,10,7,2,1,73
78.332676,27,21,24,9,2,2,5,10,4,2,4,7,1,4,2,8,2,3,3,8,4,2,2,10,3,3,4,10,4,3,3,10,7,2,1,72
78.664126,27,21,25,9,2,2,5,10,4,2,4,7,1,4,2,9,2,3,4,8,4,2,2,10,3,3,4,10,4,3,3,10,7,2,1,73
