time_s,class__enterprise,class__freemium,class__premium,replica_0,replica_0__enterprise,replica_0__freemium,replica_0__premium,replica_1,replica_1__enterprise,replica_1__freemium,replica_1__premium,replica_2,replica_2__enterprise,replica_2__freemium,replica_2__premium,replica_3,replica_3__enterprise,replica_3__freemium,replica_3__premium,replica_4,replica_4__enterprise,replica_4__freemium,replica_4__premium,replica_5,replica_5__enterprise,replica_5__freemium,replica_5__premium,replica_6,replica_6__enterprise,replica_6__freemium,replica_6__premium,replica_7,replica_7__enterprise,replica_7__freemium,replica_7__premium,total
78.94522,26,21,25,9,2,2,5,10,4,2,4,7,1,4,2,9,2,3,4,8,4,2,2,9,2,3,4,10,4,3,3,10,7,2,1,72
78.977465,26,21,24,9,2,2,5,10,4,2,4,7,1,4,2,9,2,3,4,8,4,2,2,9,2,3,4,9,4,3,2,10,7,2,1,71
79.004069,26,21,25,9,2,2,5,10,4,2,4,7,1,4,2,9,2,3,4,9,4,2,3,9,2,3,4,9,4,3,2,10,7,2,1,72
79.415416,26,20,25,9,2,2,5,10,4,2,4,7,1,4,2,9,2,3,4,9,4,2,3,8,2,2,4,9,4,3,2,10,7,2,1,71
79.483243,27,20,25,9,2,2,5,10,4,2,4,7,1,4,2,9,2,3,4,9,4,2,3,9,3,2,4,9,4,3,2,10,7,2,1,72
79.533813,27,21,25,9,2,2,5,10,4,2,4,7,1,4,2,9,2,3,4,9,4,2,3,9,3,2,4,10,4,4,2,10,7,2,1,73
79.59842,27,22,25,9,2,2,5,10,4,2,4,7,1,4,2,9,2,3,4,9,4,2,3,9,3,2,4,10,4,4,2,11,7,3,1,74
79.689828,27,21,25,9,2,2,5,10,4,2,4,7,1,4,2,9,2,3,4,9,4,2,3,9,3,2,4,10,4,4,2,10,7,2,1,73
79.692838,27,21,24,9,2,2,5,10,4,2,4,7,1,4,2,9,2,3,4,9,4,2,3,8,3,2,3,10,4,4,2,10,7,2,1,72
79.845419,28,21,24,10,3,2,5,10,4,2,4,7,1,4,2,9,2,3,4,9,4,2,3,8,3,2,3,10,4,4,2,10,7,2,1,73
80.268097,28,22,24,10,3,2,5,11,4,3,4,7,1,4,2,9,2,3,4,9,4,2,3,8,3,2,3,10,4,4,2,10,7,2,1,74
80.277026,28,23,24,10,3,2,5,11,4,3,4,8,1,5,2,9,2,3,4,9,4,2,3,8,3,2,3,10,4,4,2,10,7,2,1,75
80.29273,27,23,24,10,3,2,5,11,4,3,4,8,1,5,2,9,2,3,4,9,4,2,3,7,2,2,3,10,4,4,2,10,7,2,1,74
80.320938,27,22,24,10,3,2,5,11,4,3,4,8,1,5,2,9,2,3,4,8,4,1,3,7,2,2,3,10,4,4,2,10,7,2,1,73
80.331338,27,22,23,10,3,2,5,11,4,3,4,8,1,5,2,9,2,3,4,8,4,1,3,6,2,2,2,10,4,4,2,10,7,2,1,72
80.337275,28,22,23,10,3,2,5,11,4,3,4,8,1,5,2,10,3,3,4,8,4,1,3,6,2,2,2,10,4,4,2,10,7,2,1,73
80.345583,28,22,24,10,3,2,5,11,4,3,4,8,1,5,2,10,3,3,4,9,4,1,4,6,2,2,2,10,4,4,2,10,7,2,1,74
80.48335,28,22,23,10,3,2,5,11,4,3,4,8,1,5,2,9,3,3,3,9,4,1,4,6,2,2,2,10,4,4,2,10,7,2,1,73
80.706239,28,22,24,10,3,2,5,11,4,3,4,8,1,5,2,9,3,3,3,9,4,1,4,7,2,2,3,10,4,4,2,10,7,2,1,74
80.709267,28,22,23,9,3,2,4,11,4,3,4,8,1,5,2,9,3,3,3,9,4,1,4,7,2,2,3,10,4,4,2,10,7,2,1,73
81.096346,29,22,23,9,3,2,4,11,4,3,4,8,1,5,2,9,3,3,3,9,4,1,4,7,2,2,3,11,5,4,2,10,7,2,1,74
81.129944,29,23,23,9,3,2,4,11,4,3,4,8,1,5,2,9,3,3,3,9,4,1,4,7,2,2,3,11,5,4,2,11,7,3,1,75
81.291348,30,23,23,10,4,2,4,11,4,3,4,8,1,5,2,9,3,3,3,9,4,1,4,7,2,2,3,11,5,4,2,11,7,3,1,76
81.519141,29,23,23,10,4,2,4,11,4,3,4,8,1,5,2,9,3,3,3,9,4,1,4,7,2,2,3,11,5,4,2,10,6,3,1,75
81.704345,29,23,24,10,4,2,4,12,4,3,5,8,1,5,2,9,3,3,3,9,4,1,4,7,2,2,3,11,5,4,2,10,6,3,1,76
82.111631,28,23,24,10,4,2,4,12,4,3,5,8,1,5,2,9,3,3,3,8,3,1,4,7,2,2,3,11,5,4,2,10,6,3,1,75
82.206902,28,23,23,9,4,2,3,12,4,3,5,8,1,5,2,9,3,3,3,8,3,1,4,7,2,2,3,11,5,4,2,10,6,3,1,74
82.387087,28,23,24,9,4,2,3,12,4,3,5,9,1,5,3,9,3,3,3,8,3,1,4,7,2,2,3,11,5,4,2,10,6,3,1,75
82.455082,27,23,24,9,4,2,3,12,4,3,5,9,1,5,3,9,3,3,3,8,3,1,4,7,2,2,3,11,5,4,2,9,5,3,1,74
82.521827,27,24,24,9,4,2,3,12,4,3,5,9,1,5,3,10,3,4,3,8,3,1,4,7,2,2,3,11,5,4,2,9,5,3,1,75
82.60117,28,24,24,9,4,2,3,12,4,3,5,9,1,5,3,10,3,4,3,9,4,1,4,7,2,2,3,11,5,4,2,9,5,3,1,76
82.846036,27,24,24,9,4,2,3,12,4,3,5,9,1,5,3,10,3,4,3,9,4,1,4,7,2,2,3,11,5,4,2,8,4,3,1,75
83.022516,27,24,25,9,4,2,3,12,4,3,5,9,1,5,3,10,3,4,3,9,4,1,4,8,2,2,4,11,5,4,2,8,4,3,1,76
83.060198,28,24,25,9,4,2,3,12,4,3,5,9,1,5,3,10,3,4,3,9,4,1,4,8,2,2,4,12,6,4,2,8,4,3,1,77
83.147447,29,24,25,9,4,2,3,12,4,3,5,9,1,5,3,10,3,4,3,9,4,1,4,8,2,2,4,12,6,4,2,9,5,3,1,78
83.291281,29,24,26,10,4,2,4,12,4,3,5,9,1,5,3,10,3,4,3,9,4,1,4,8,2,2,4,12,6,4,2,9,5,3,1,79
83.336405,29,25,26,10,4,2,4,13,4,4,5,9,1,5,3,10,3,4,3,9,4,1,4,8,2,2,4,12,6,4,2,9,5,3,1,80
83.681928,29,25,27,10,4,2,4,13,4,4,5,10,1,5,4,10,3,4,3,9,4,1,4,8,2,2,4,12,6,4,2,9,5,3,1,81
83.788878,28,25,27,10,4,2,4,13,4,4,5,10,1,5,4,10,3,4,3,9,4,1,4,8,2,2,4,11,5,4,2,9,5,3,1,80
83.930024,27,25,27,10,4,2,4,13,4,4,5,10,1,5,4,10,3,4,3,9,4,1,4,8,2,2,4,11,5,4,2,8,4,3,1,79
84.043946,26,25,27,10,4,2,4,12,3,4,5,10,1,5,4,10,3,4,3,9,4,1,4,8,2,2,4,11,5,4,2,8,4,3,1,78
84.053524,26,24,27,10,4,2,4,12,3,4,5,9,1,4,4,10,3,4,3,9,4,1,4,8,2,2,4,11,5,4,2,8,4,3,1,77
84.347927,27,24,27,10,4,2,4,12,3,4,5,9,1,4,4,11,4,4,3,9,4,1,4,8,2,2,4,11,5,4,2,8,4,3,1,78
84.359222,27,24,26,10,4,2,4,11,3,4,4,9,1,4,4,11,4,4,3,9,4,1,4,8,2,2,4,11,5,4,2,8,4,3,1,77
84.384534,27,24,27,10,4,2,4,11,3,4,4,9,1,4,4,11,4,4,3,10,4,1,5,8,2,2,4,11,5,4,2,8,4,3,1,78
84.863444,27,25,27,10,4,2,4,11,3,4,4,9,1,4,4,11,4,4,3,10,4,1,5,9,2,3,4,11,5,4,2,8,4,3,1,79
84.888657,27,25,28,10,4,2,4,11,3,4,4,9,1,4,4,11,4,4,3,10,4,1,5,9,2,3,4,12,5,4,3,8,4,3,1,80
85.14595,27,24,28,10,4,2,4,11,3,4,4,8,1,3,4,11,4,4,3,10,4,1,5,9,2,3,4,12,5,4,3,8,4,3,1,79
85.264797,26,24,28,10,4,2,4,11,3,4,4,8,1,3,4,11,4,4,3,9,3,1,5,9,2,3,4,12,5,4,3,8,4,3,1,78
85.312691,25,24,28,10,4,2,4,10,2,4,4,8,1,3,4,11,4,4,3,9,3,1,5,9,2,3,4,12,5,4,3,8,4,3,1,77
85.560111,26,24,28,10,4,2,4,10,2,4,4,8,1,3,4,11,4,4,3,9,3,1,5,9,2,3,4,12,5,4,3,9,5,3,1,78
85.795964,26,23,28,10,4,2,4,10,2,4,4,8,1,3,4,11,4,4,3,8,3,0,5,9,2,3,4,12,5,4,3,9,5,3,1,77
85.87609,26,24,28,11,4,3,4,10,2,4,4,8,1,3,4,11,4,4,3,8,3,0,5,9,2,3,4,12,5,4,3,9,5,3,1,78
86.054427,26,23,28,11,4,3,4,10,2,4,4,8,1,3,4,11,4,4,3,8,3,0,5,9,2,3,4,11,5,3,3,9,5,3,1,77
86.100053,26,23,27,11,4,3,4,10,2,4,4,8,1,3,4,10,4,4,2,8,3,0,5,9,2,3,4,11,5,3,3,9,5,3,1,76
86.311087,26,23,26,11,4,3,4,9,2,4,3,8,1,3,4,10,4,4,2,8,3,0,5,9,2,3,4,11,5,3,3,9,5,3,1,75
86.331317,26,24,26,11,4,3,4,10,2,5,3,8,1,3,4,10,4,4,2,8,3,0,5,9,2,3,4,11,5,3,3,9,5,3,1,76
86.520451,26,23,26,11,4,3,4,10,2,5,3,8,1,3,4,9,4,3,2,8,3,0,5,9,2,3,4,11,5,3,3,9,5,3,1,75
86.868942,26,23,27,11,4,3,4,10,2,5,3,9,1,3,5,9,4,3,2,8,3,0,5,9,2,3,4,11,5,3,3,9,5,3,1,76
86.897662,26,23,26,11,4,3,4,10,2,5,3,9,1,3,5,9,4,3,2,7,3,0,4,9,2,3,4,11,5,3,3,9,5,3,1,75
87.007425,26,22,26,11,4,3,4,10,2,5,3,9,1,3,5,9,4,3,2,7,3,0,4,9,2,3,4,10,5,2,3,9,5,3,1,74
87.026843,26,22,25,11,4,3,4,10,2,5,3,9,1,3,5,9,4,3,2,7,3,0,4,8,2,3,3,10,5,2,3,9,5,3,1,73
87.122168,25,22,25,11,4,3,4,10,2,5,3,9,1,3,5,9,4,3,2,6,2,0,4,8,2,3,3,10,5,2,3,9,5,3,1,72
87.187521,25,22,24,11,4,3,4,9,2,5,2,9,1,3,5,9,4,3,2,6,2,0,4,8,2,3,3,10,5,2,3,9,5,3,1,71
87.437025,25,23,24,11,4,3,4,9,2,5,2,9,1,3,5,10,4,4,2,6,2,0,4,8,2,3,3,10,5,2,3,9,5,3,1,72
87.548477,25,23,23,11,4,3,4,8,2,5,1,9,1,3,5,10,4,4,2,6,2,0,4,8,2,3,3,10,5,2,3,9,5,3,1,71
87.695934,25,23,22,11,4,3,4,8,2,5,1,8,1,3,4,10,4,4,2,6,2,0,4,8,2,3,3,10,5,2,3,9,5,3,1,70
87.760326,25,23,23,11,4,3,4,8,2,5,1,8,1,3,4,10,4,4,2,7,2,0,5,8,2,3,3,10,5,2,3,9,5,3,1,71
88.096482,26,23,23,11,4,3,4,8,2,5,1,8,1,3,4,10,4,4,2,7,2,0,5,9,3,3,3,10,5,2,3,9,5,3,1,72
88.139988,27,23,23,11,4,3,4,8,2,5,1,8,1,3,4,10,4,4,2,7,2,0,5,9,3,3,3,11,6,2,3,9,5,3,1,73
88.311989,28,23,23,11,4,3,4,8,2,5,1,8,1,3,4,10,4,4,2,7,2,0,5,9,3,3,3,11,6,2,3,10,6,3,1,74
88.464526,28,22,23,11,4,3,4,8,2,5,1,8,1,3,4,10,4,4,2,7,2,0,5,9,3,3,3,11,6,2,3,9,6,2,1,73
88.509209,28,22,24,12,4,3,5,8,2,5,1,8,1,3,4,10,4,4,2,7,2,0,5,9,3,3,3,11,6,2,3,9,6,2,1,74
88.592404,28,23,24,12,4,3,5,9,2,6,1,8,1,3,4,10,4,4,2,7,2,0,5,9,3,3,3,11,6,2,3,9,6,2,1,75
88.742598,28,23,23,12,4,3,5,9,2,6,1,8,1,3,4,10,4,4,2,7,2,0,5,9,3,3,3,10,6,2,2,9,6,2,1,74
88.940218,27,23,23,12,4,3,5,9,2,6,1,8,1,3,4,9,3,4,2,7,2,0,5,9,3,3,3,10,6,2,2,9,6,2,1,73
89.194694,27,22,23,12,4,3,5,9,2,6,1,8,1,3,4,9,3,4,2,7,2,0,5,8,3,2,3,10,6,2,2,9,6,2,1,72
89.226121,27,21,23,12,4,3,5,9,2,6,1,7,1,2,4,9,3,4,2,7,2,0,5,8,3,2,3,10,6,2,2,9,6,2,1,71
89.269114,27,21,24,12,4,3,5,9,2,6,1,8,1,2,5,9,3,4,2,7,2,0,5,8,3,2,3,10,6,2,2,9,6,2,1,72
89.301062,26,21,24,11,3,3,5,9,2,6,1,8,1,2,5,9,3,4,2,7,2,0,5,8,3,2,3,10,6,2,2,9,6,2,1,71
89.821413,27,21,24,11,3,3,5,9,2,6,1,8,1,2,5,10,4,4,2,7,2,0,5,8,3,2,3,10,6,2,2,9,6,2,1,72
89.884373,26,21,24,11,3,3,5,9,2,6,1,8,1,2,5,10,4,4,2,6,1,0,5,8,3,2,3,10,6,2,2,9,6,2,1,71
89.907261,26,22,24,11,3,3,5,9,2,6,1,8,1,2,5,10,4,4,2,7,1,1,5,8,3,2,3,10,6,2,2,9,6,2,1,72
90.034683,26,23,24,11,3,3,5,9,2,6,1,8,1,2,5,10,4,4,2,7,1,1,5,9,3,3,3,10,6,2,2,9,6,2,1,73
90.050148,26,24,24,11,3,3,5,9,2,6,1,8,1,2,5,10,4,4,2,7,1,1,5,9,3,3,3,11,6,3,2,9,6,2,1,74
90.121298,25,24,24,11,3,3,5,9,2,6,1,8,1,2,5,10,4,4,2,7,1,1,5,9,3,3,3,10,5,3,2,9,6,2,1,73
90.21087,26,24,24,11,3,3,5,9,2,6,1,8,1,2,5,10,4,4,2,7,1,1,5,9,3,3,3,10,5,3,2,10,7,2,1,74
90.230545,26,24,23,11,3,3,5,9,2,6,1,8,1,2,5,10,4,4,2,6,1,1,4,9,3,3,3,10,5,3,2,10,7,2,1,73
90.432629,25,24,23,11,3,3,5,9,2,6,1,7,0,2,5,10,4,4,2,6,1,1,4,9,3,3,3,10,5,3,2,10,7,2,1,72
90.795711,25,23,23,11,3,3,5,9,2,6,1,6,0,1,5,10,4,4,2,6,1,1,4,9,3,3,3,10,5,3,2,10,7,2,1,71
90.812765,25,24,23,12,3,4,5,9,2,6,1,6,0,1,5,10,4,4,2,6,1,1,4,9,3,3,3,10,5,3,2,10,7,2,1,72
91.137316,25,24,22,12,3,4,5,9,2,6,1,6,0,1,5,10,4,4,2,6,1,1,4,9,3,3,3,10,5,3,2,9,7,2,0,71
91.142589,25,24,23,12,3,4,5,10,2,6,2,6,0,1,5,10,4,4,2,6,1,1,4,9,3,3,3,10,5,3,2,9,7,2,0,72
91.297264,25,23,23,11,3,3,5,10,2,6,2,6,0,1,5,10,4,4,2,6,1,1,4,9,3,3,3,10,5,3,2,9,7,2,0,71
91.6289,25,23,22,10,3,3,4,10,2,6,2,6,0,1,5,10,4,4,2,6,1,1,4,9,3,3,3,10,5,3,2,9,7,2,0,70
92.187713,26,23,22,10,3,3,4,10,2,6,2,7,1,1,5,10,4,4,2,6,1,1,4,9,3,3,3,10,5,3,2,9,7,2,0,71
92.566257,26,23,21,10,3,3,4,10,2,6,2,7,1,1,5,10,4,4,2,6,1,1,4,8,3,3,2,10,5,3,2,9,7,2,0,70
92.590172,26,22,21,10,3,3,4,10,2,6,2,7,1,1,5,9,4,3,2,6,1,1,4,8,3,3,2,10,5,3,2,9,7,2,0,69
92.651899,26,23,21,10,3,3,4,10,2,6,2,7,1,1,5,10,4,4,2,6,1,1,4,8,3,3,2,10,5,3,2,9,7,2,0,70
92.921412,26,24,21,10,3,3,4,10,2,6,2,7,1,1,5,10,4,4,2,7,1,2,4,8,3,3,2,10,5,3,2,9,7,2,0,71
93.044831,27,24,21,10,3,3,4,10,2,6,2,7,1,1,5,10,4,4,2,7,1,2,4,9,4,3,2,10,5,3,2,9,7,2,0,72
93.177069,28,24,21,10,3,3,4,10,2,6,2,7,1,1,5,10,4,4,2,7,1,2,4,9,4,3,2,11,6,3,2,9,7,2,0,73
93.490696,27,24,21,10,3,3,4,10,2,6,2,7,1,1,5,10,4,4,2,7,1,2,4,9,4,3,2,10,5,3,2,9,7,2,0,72
93.660927,28,24,21,10,3,3,4,10,2,6,2,7,1,1,5,10,4,4,2,7,1,2,4,9,4,3,2,10,5,3,2,10,8,2,0,73
93.866902,28,23,21,9,3,2,4,10,2,6,2,7,1,1,5,10,4,4,2,7,1,2,4,9,4,3,2,10,5,3,2,10,8,2,0,72
94.007913,27,23,21,9,3,2,4,10,2,6,2,7,1,1,5,10,4,4,2,7,1,2,4,8,3,3,2,10,5,3,2,10,8,2,0,71
94.061155,27,23,22,10,3,2,5,10,2,6,2,7,1,1,5,10,4,4,2,7,1,2,4,8,3,3,2,10,5,3,2,10,8,2,0,72
94.232103,27,23,23,10,3,2,5,11,2,6,3,7,1,1,5,10,4,4,2,7,1,2,4,8,3,3,2,10,5,3,2,10,8,2,0,73
94.312363,27,22,23,10,3,2,5,11,2,6,3,7,1,1,5,9,4,3,2,7,1,2,4,8,3,3,2,10,5,3,2,10,8,2,0,72
94.402785,27,21,23,10,3,2,5,10,2,5,3,7,1,1,5,9,4,3,2,7,1,2,4,8,3,3,2,10,5,3,2,10,8,2,0,71
94.476489,27,21,22,10,3,2,5,10,2,5,3,7,1,1,5,9,4,3,2,6,1,2,3,8,3,3,2,10,5,3,2,10,8,2,0,70
94.82801,28,21,22,10,3,2,5,10,2,5,3,8,2,1,5,9,4,3,2,6,1,2,3,8,3,3,2,10,5,3,2,10,8,2,0,71
94.910887,27,21,22,10,3,2,5,10,2,5,3,8,2,1,5,8,3,3,2,6,1,2,3,8,3,3,2,10,5,3,2,10,8,2,0,70
95.377823,27,21,21,10,3,2,5,10,2,5,3,8,2,1,5,8,3,3,2,6,1,2,3,7,3,3,1,10,5,3,2,10,8,2,0,69
95.416379,27,22,21,10,3,2,5,10,2,5,3,8,2,1,5,9,3,4,2,6,1,2,3,7,3,3,1,10,5,3,2,10,8,2,0,70
95.433397,27,21,21,10,3,2,5,10,2,5,3,7,2,0,5,9,3,4,2,6,1,2,3,7,3,3,1,10,5,3,2,10,8,2,0,69
95.760944,28,21,21,10,3,2,5,10,2,5,3,7,2,0,5,9,3,4,2,7,2,2,3,7,3,3,1,10,5,3,2,10,8,2,0,70
95.914198,29,21,21,10,3,2,5,10,2,5,3,7,2,0,5,9,3,4,2,7,2,2,3,8,4,3,1,10,5,3,2,10,8,2,0,71
96.03247,28,21,21,9,2,2,5,10,2,5,3,7,2,0,5,9,3,4,2,7,2,2,3,8,4,3,1,10,5,3,2,10,8,2,0,70
96.07392,27,21,21,9,2,2,5,10,2,5,3,7,2,0,5,9,3,4,2,7,2,2,3,8,4,3,1,9,4,3,2,10,8,2,0,69
96.154801,28,21,21,9,2,2,5,10,2,5,3,7,2,0,5,9,3,4,2,7,2,2,3,8,4,3,1,10,5,3,2,10,8,2,0,70
96.212217,29,21,21,9,2,2,5,10,2,5,3,7,2,0,5,9,3,4,2,7,2,2,3,8,4,3,1,10,5,3,2,11,9,2,0,71
96.434551,28,21,21,9,2,2,5,10,2,5,3,7,2,0,5,9,3,4,2,7,2,2,3,8,4,3,1,10,5,3,2,10,8,2,0,70
96.447457,29,21,21,10,3,2,5,10,2,5,3,7,2,0,5,9,3,4,2,7,2,2,3,8,4,3,1,10,5,3,2,10,8,2,0,71
96.463469,29,22,21,10,3,2,5,11,2,6,3,7,2,0,5,9,3,4,2,7,2,2,3,8,4,3,1,10,5,3,2,10,8,2,0,72
96.627617,29,22,20,10,3,2,5,11,2,6,3,6,2,0,4,9,3,4,2,7,2,2,3,8,4,3,1,10,5,3,2,10,8,2,0,71
96.695722,28,22,20,10,3,2,5,11,2,6,3,6,2,0,4,9,3,4,2,7,2,2,3,7,3,3,1,10,5,3,2,10,8,2,0,70
96.712311,28,22,19,10,3,2,5,11,2,6,3,6,2,0,4,9,3,4,2,7,2,2,3,7,3,3,1,9,5,3,1,10,8,2,0,69
96.762082,28,21,19,10,3,2,5,11,2,6,3,6,2,0,4,9,3,4,2,7,2,2,3,7,3,3,1,8,5,2,1,10,8,2,0,68
96.976423,28,22,19,10,3,2,5,11,2,6,3,7,2,1,4,9,3,4,2,7,2,2,3,7,3,3,1,8,5,2,1,10,8,2,0,69
97.160516,27,22,19,10,3,2,5,11,2,6,3,7,2,1,4,9,3,4,2,7,2,2,3,7,3,3,1,7,4,2,1,10,8,2,0,68
97.271481,27,21,19,10,3,2,5,11,2,6,3,7,2,1,4,9,3,4,2,7,2,2,3,6,3,2,1,7,4,2,1,10,8,2,0,67
97.293926,26,21,19,10,3,2,5,11,2,6,3,7,2,1,4,9,3,4,2,7,2,2,3,6,3,2,1,7,4,2,1,9,7,2,0,66
97.350426,26,20,19,10,3,2,5,10,2,5,3,7,2,1,4,9,3,4,2,7,2,2,3,6,3,2,1,7,4,2,1,9,7,2,0,65
97.412496,26,19,19,10,3,2,5,10,2,5,3,7,2,1,4,9,3,4,2,7,2,2,3,6,3,2,1,7,4,2,1,8,7,1,0,64
97.721208,26,20,19,10,3,2,5,10,2,5,3,7,2,1,4,10,3,5,2,7,2,2,3,6,3,2,1,7,4,2,1,8,7,1,0,65
98.261822,26,20,18,9,3,2,4,10,2,5,3,7,2,1,4,10,3,5,2,7,2,2,3,6,3,2,1,7,4,2,1,8,7,1,0,64
98.342361,26,21,18,9,3,2,4,10,2,5,3,7,2,1,4,10,3,5,2,8,2,3,3,6,3,2,1,7,4,2,1,8,7,1,0,65
98.66104,26,21,17,9,3,2,4,10,2,5,3,6,2,1,3,10,3,5,2,8,2,3,3,6,3,2,1,7,4,2,1,8,7,1,0,64
98.762402,26,21,18,9,3,2,4,10,2,5,3,6,2,1,3,10,3,5,2,8,2,3,3,7,3,2,2,7,4,2,1,8,7,1,0,65
99.084094,27,21,18,9,3,2,4,10,2,5,3,6,2,1,3,10,3,5,2,8,2,3,3,7,3,2,2,8,5,2,1,8,7,1,0,66
99.153133,27,22,18,9,3,2,4,10,2,5,3,6,2,1,3,10,3,5,2,8,2,3,3,7,3,2,2,8,5,2,1,9,7,2,0,67
99.368009,26,22,18,9,3,2,4,10,2,5,3,6,2,1,3,10,3,5,2,7,1,3,3,7,3,2,2,8,5,2,1,9,7,2,0,66
99.464037,26,22,19,10,3,2,5,10,2,5,3,6,2,1,3,10,3,5,2,7,1,3,3,7,3,2,2,8,5,2,1,9,7,2,0,67
99.506923,26,22,18,9,3,2,4,10,2,5,3,6,2,1,3,10,3,5,2,7,1,3,3,7,3,2,2,8,5,2,1,9,7,2,0,66
99.583293,26,22,17,9,3,2,4,10,2,5,3,6,2,1,3,9,3,5,1,7,1,3,3,7,3,2,2,8,5,2,1,9,7,2,0,65
99.70105,26,23,17,9,3,2,4,11,2,6,3,6,2,1,3,9,3,5,1,7,1,3,3,7,3,2,2,8,5,2,1,9,7,2,0,66
99.823592,25,23,17,9,3,2,4,11,2,6,3,6,2,1,3,9,3,5,1,7,1,3,3,6,2,2,2,8,5,2,1,9,7,2,0,65
99.975806,25,23,16,9,3,2,4,11,2,6,3,6,2,1,3,8,3,5,0,7,1,3,3,6,2,2,2,8,5,2,1,9,7,2,0,64
100.172715,24,23,16,9,3,2,4,10,1,6,3,6,2,1,3,8,3,5,0,7,1,3,3,6,2,2,2,8,5,2,1,9,7,2,0,63
100.418358,24,22,16,9,3,2,4,10,1,6,3,6,2,1,3,8,3,5,0,7,1,3,3,6,2,2,2,7,5,1,1,9,7,2,0,62
100.459176,23,22,16,9,3,2,4,10,1,6,3,6,2,1,3,8,3,5,0,7,1,3,3,6,2,2,2,7,5,1,1,8,6,2,0,61
100.522779,23,21,16,9,3,2,4,10,1,6,3,6,2,1,3,7,3,4,0,7,1,3,3,6,2,2,2,7,5,1,1,8,6,2,0,60
100.737683,23,21,17,9,3,2,4,10,1,6,3,7,2,1,4,7,3,4,0,7,1,3,3,6,2,2,2,7,5,1,1,8,6,2,0,61
100.773826,23,22,17,9,3,2,4,10,1,6,3,7,2,1,4,8,3,5,0,7,1,3,3,6,2,2,2,7,5,1,1,8,6,2,0,62
100.844318,23,22,18,9,3,2,4,10,1,6,3,7,2,1,4,8,3,5,0,8,1,3,4,6,2,2,2,7,5,1,1,8,6,2,0,63
100.900786,23,22,19,9,3,2,4,10,1,6,3,7,2,1,4,8,3,5,0,8,1,3,4,7,2,2,3,7,5,1,1,8,6,2,0,64
100.908106,23,22,18,9,3,2,4,10,1,6,3,7,2,1,4,8,3,5,0,8,1,3,4,6,2,2,2,7,5,1,1,8,6,2,0,63
101.247061,23,21,18,9,3,2,4,10,1,6,3,7,2,1,4,7,3,4,0,8,1,3,4,6,2,2,2,7,5,1,1,8,6,2,0,62
101.361926,23,20,18,9,3,2,4,9,1,5,3,7,2,1,4,7,3,4,0,8,1,3,4,6,2,2,2,7,5,1,1,8,6,2,0,61
101.474072,22,20,18,9,3,2,4,9,1,5,3,7,2,1,4,6,2,4,0,8,1,3,4,6,2,2,2,7,5,1,1,8,6,2,0,60
101.835386,22,19,18,9,3,2,4,9,1,5,3,7,2,1,4,6,2,4,0,8,1,3,4,5,2,1,2,7,5,1,1,8,6,2,0,59
101.973558,21,19,18,9,3,2,4,9,1,5,3,7,2,1,4,6,2,4,0,8,1,3,4,5,2,1,2,7,5,1,1,7,5,2,0,58
102.248415,20,19,18,9,3,2,4,8,0,5,3,7,2,1,4,6,2,4,0,8,1,3,4,5,2,1,2,7,5,1,1,7,5,2,0,57
102.251857,20,20,18,9,3,2,4,8,0,5,3,7,2,1,4,6,2,4,0,8,1,3,4,5,2,1,2,8,5,2,1,7,5,2,0,58
102.34049,20,21,18,9,3,2,4,8,0,5,3,7,2,1,4,6,2,4,0,8,1,3,4,5,2,1,2,8,5,2,1,8,5,3,0,59
102.454741,20,22,18,10,3,3,4,8,0,5,3,7,2,1,4,6,2,4,0,8,1,3,4,5,2,1,2,8,5,2,1,8,5,3,0,60
102.487672,20,23,18,10,3,3,4,9,0,6,3,7,2,1,4,6,2,4,0,8,1,3,4,5,2,1,2,8,5,2,1,8,5,3,0,61
102.813293,20,23,19,10,3,3,4,9,0,6,3,8,2,1,5,6,2,4,0,8,1,3,4,5,2,1,2,8,5,2,1,8,5,3,0,62
103.040882,19,23,19,10,3,3,4,9,0,6,3,8,2,1,5,6,2,4,0,8,1,3,4,5,2,1,2,7,4,2,1,8,5,3,0,61
103.065914,19,23,18,10,3,3,4,9,0,6,3,8,2,1,5,6,2,4,0,7,1,3,3,5,2,1,2,7,4,2,1,8,5,3,0,60
103.075639,20,23,18,10,3,3,4,9,0,6,3,8,2,1,5,7,3,4,0,7,1,3,3,5,2,1,2,7,4,2,1,8,5,3,0,61
103.128361,20,22,18,9,3,2,4,9,0,6,3,8,2,1,5,7,3,4,0,7,1,3,3,5,2,1,2,7,4,2,1,8,5,3,0,60
103.273388,20,22,17,8,3,2,3,9,0,6,3,8,2,1,5,7,3,4,0,7,1,3,3,5,2,1,2,7,4,2,1,8,5,3,0,59
103.302751,20,22,18,8,3,2,3,9,0,6,3,8,2,1,5,7,3,4,0,8,1,3,4,5,2,1,2,7,4,2,1,8,5,3,0,60
103.311231,20,22,19,8,3,2,3,9,0,6,3,8,2,1,5,7,3,4,0,8,1,3,4,6,2,1,3,7,4,2,1,8,5,3,0,61
103.756105,20,21,19,8,3,2,3,8,0,5,3,8,2,1,5,7,3,4,0,8,1,3,4,6,2,1,3,7,4,2,1,8,5,3,0,60
103.97488,21,21,19,8,3,2,3,8,0,5,3,8,2,1,5,7,3,4,0,8,1,3,4,6,2,1,3,8,5,2,1,8,5,3,0,61
