time_s,enterprise,event,freemium,mixed,premium
143.706306,4,finish,1,0,3
143.781385,4,start,2,0,2
144.068884,4,finish,2,0,2
144.12832,4,finish,2,0,2
144.235765,4,finish,2,0,2
144.410447,4,start,2,0,2
144.812625,4,start,2,0,2
145.320753,4,start,2,0,2
145.549683,4,start,2,0,2
145.77576,4,start,2,0,2
145.815516,4,start,2,0,2
145.907516,4,finish,2,0,2
146.019838,4,start,2,0,2
146.055949,4,finish,2,0,2
146.135904,4,start,2,0,2
146.431074,4,start,2,0,2
146.566554,4,finish,2,0,2
146.608518,4,start,3,0,1
146.759324,4,finish,3,0,1
146.798993,4,start,2,0,2
146.828051,3,start,3,0,2
146.838434,3,finish,3,0,2
147.06102,3,finish,3,0,2
147.289133,3,finish,3,0,2
147.348682,3,finish,3,0,2
147.497365,3,finish,3,0,2
147.614466,3,start,3,0,2
147.887181,3,finish,3,0,2
148.266509,3,start,3,0,2
148.347293,3,start,3,0,2
148.596315,3,start,3,0,2
148.695071,3,start,3,0,2
148.706185,3,start,4,0,1
148.760371,2,start,5,0,1
148.992978,2,start,5,0,1
149.015576,2,start,5,0,1
149.09834,2,start,5,0,1
149.103451,2,finish,5,0,1
149.157276,2,finish,5,0,1
149.425587,2,finish,5,0,1
149.574179,2,start,5,0,1
149.76276,2,finish,5,0,1
149.868227,2,start,5,0,1
150.152396,2,start,5,0,1
150.185669,2,finish,5,0,1
150.21891,2,start,5,0,1
150.278668,2,start,5,0,1
150.534702,2,start,4,0,2
150.682549,2,finish,4,0,2
150.683729,2,finish,4,0,2
150.828867,2,start,4,0,2
150.879262,2,finish,4,0,2
150.998318,2,finish,4,0,2
151.069883,2,finish,4,0,2
151.213734,2,start,4,0,2
151.940465,2,start,4,0,2
152.103659,2,finish,4,0,2
152.137822,2,finish,4,0,2
152.333192,2,finish,4,0,2
152.371219,2,finish,4,0,2
152.722813,2,start,4,0,2
152.76652,2,start,4,0,2
152.809681,2,start,4,0,2
152.814649,2,finish,4,0,2
153.108915,2,finish,4,0,2
153.138696,2,finish,4,0,2
153.540804,2,finish,4,0,2
153.593248,2,start,4,0,2
153.623028,2,start,4,0,2
153.649926,2,start,4,0,2
153.816944,2,finish,4,0,2
153.888603,2,start,4,0,2
153.904919,2,finish,4,0,2
153.954121,2,finish,4,0,2
154.041076,2,finish,4,0,2
154.404109,2,start,4,0,2
154.5355,2,start,4,0,2
154.617607,2,finish,4,0,2
154.773661,2,start,4,0,2
154.793308,2,start,4,0,2
154.953074,2,start,4,0,2
155.059369,2,start,4,0,2
155.083431,2,start,4,0,2
155.352639,2,finish,4,0,2
155.921592,2,start,4,0,2
155.950065,2,finish,4,0,2
156.345625,2,finish,4,0,2
156.494001,2,start,4,0,2
156.701469,2,finish,4,0,2
156.990757,2,finish,4,0,2
157.174111,2,start,4,0,2
157.251119,2,finish,4,0,2
157.413491,2,start,4,0,2
157.518424,2,finish,4,0,2
157.566342,2,finish,4,0,2
157.969268,2,start,4,0,2
158.050554,2,start,4,0,2
158.218976,2,finish,4,0,2
158.386539,2,start,4,0,2
158.398845,2,start,4,0,2
158.404939,2,finish,4,0,2
158.41358,2,finish,4,0,2
158.657762,2,start,4,0,2
158.776696,2,finish,4,0,2
158.942378,2,start,4,0,2
159.245184,2,start,4,0,2
159.518607,2,start,4,0,2
159.5522,2,finish,4,0,2
159.608497,2,finish,4,0,2
159.646471,2,finish,4,0,2
160.360871,2,finish,4,0,2
160.40118,2,start,4,0,2
160.469491,2,start,4,0,2
160.535971,2,start,4,0,2
160.627149,2,finish,4,0,2
160.728256,2,start,4,0,2
160.824228,2,start,4,0,2
161.231615,2,start,3,0,3
161.490377,2,finish,3,0,3
161.759366,2,finish,3,0,3
162.070466,2,finish,3,0,3
162.080387,2,finish,3,0,3
162.503581,2,finish,3,0,3
162.514588,2,start,3,0,3
162.984711,2,start,3,0,3
162.989313,2,start,3,0,3
163.187862,2,start,3,0,3
163.252549,2,start,2,0,4
163.486016,2,finish,2,0,4
163.528609,2,finish,2,0,4
163.788695,2,finish,2,0,4
163.918054,2,start,2,0,4
164.039815,2,start,2,0,4
164.118841,2,finish,2,0,4
164.430275,2,finish,2,0,4
164.434438,2,start,2,0,4
164.567651,2,start,2,0,4
164.718743,2,finish,2,0,4
164.944902,2,start,2,0,4
164.988702,2,finish,2,0,4
165.283409,2,start,2,0,4
165.569997,2,finish,2,0,4
165.647047,2,start,2,0,4
165.659419,2,start,2,0,4
165.673071,2,finish,2,0,4
165.690543,2,start,2,0,4
165.70306,2,finish,2,0,4
165.82547,2,start,2,0,4
166.078803,2,finish,2,0,4
166.102656,2,start,2,0,4
166.272565,2,finish,2,0,4
166.44646,2,start,2,0,4
166.587371,2,finish,2,0,4
166.7056,2,start,2,0,4
166.820482,2,finish,2,0,4
166.908047,3,start,1,0,4
166.939575,3,start,1,0,4
167.108549,3,start,2,0,3
167.151953,3,start,2,0,3
167.253697,3,finish,2,0,3
167.27347,3,finish,2,0,3
167.332265,3,finish,2,0,3
167.35697,3,finish,2,0,3
167.654488,3,start,2,0,3
167.842663,3,start,2,0,3
167.946341,3,finish,2,0,3
167.974129,3,finish,2,0,3
168.093819,3,finish,2,0,3
168.516183,3,finish,2,0,3
168.665468,3,start,2,0,3
168.772641,3,start,2,0,3
168.819211,3,finish,2,0,3
168.868368,3,finish,2,0,3
169.143982,3,finish,2,0,3
169.294649,3,finish,2,0,3
169.298722,3,start,2,0,3
169.452761,3,start,2,0,3
169.964699,3,finish,2,0,3
169.980451,3,start,2,0,3
170.121597,3,finish,2,0,3
170.1879,3,start,2,0,3
170.40057,3,finish,2,0,3
170.783262,3,finish,2,0,3
170.928828,3,finish,2,0,3
171.085154,3,start,2,0,3
171.161514,3,start,2,0,3
171.204303,3,finish,2,0,3
171.207071,3,start,2,0,3
171.23642,3,finish,2,0,3
171.382939,3,finish,2,0,3
171.50244,3,start,2,0,3
171.579546,3,finish,2,0,3
171.710195,3,start,2,0,3
171.731641,3,start,2,0,3
171.734123,3,start,2,0,3
172.148848,3,finish,2,0,3
172.302687,3,start,2,0,3
172.315421,3,finish,2,0,3
172.497876,3,finish,2,0,3
172.670468,3,start,2,0,3
172.758698,3,start,2,0,3
172.912062,3,finish,2,0,3
173.312657,3,finish,2,0,3
173.619293,3,start,2,0,3
173.65588,3,finish,2,0,3
173.704172,3,finish,2,0,3
173.81441,3,finish,2,0,3
173.949545,3,finish,2,0,3
173.956652,3,finish,2,0,3
173.957362,3,start,2,0,3
174.061977,3,finish,2,0,3
174.309481,3,finish,2,0,3
174.428633,3,finish,2,0,3
174.435836,3,finish,2,0,3
174.443328,3,start,2,0,3
174.518961,3,start,2,0,3
174.686419,3,finish,2,0,3
174.933271,3,finish,2,0,3
174.947217,3,start,2,0,3
174.997649,3,finish,2,0,3
174.998603,3,start,2,0,3
175.000275,3,finish,2,0,3
175.236738,3,finish,2,0,3
175.475661,3,start,2,0,3
175.580946,3,finish,2,0,3
176.333355,3,finish,2,0,3
176.382913,3,start,2,0,3
176.617391,3,start,2,0,3
176.706292,3,start,2,0,3
176.758672,3,finish,2,0,3
177.170631,3,finish,2,0,3
177.309917,3,finish,2,0,3
177.319094,3,start,2,0,3
177.383401,3,start,2,0,3
177.592102,3,finish,2,0,3
177.711729,3,finish,2,0,3
177.904232,3,finish,2,0,3
177.962914,3,finish,2,0,3
177.974301,3,start,2,0,3
177.995287,3,finish,2,0,3
178.141416,3,start,2,0,3
178.572198,3,finish,2,0,3
178.667047,3,start,2,0,3
179.19011,3,finish,2,0,3
179.303069,3,finish,2,0,3
179.375508,3,finish,2,0,3
180.659252,3,finish,2,0,3
180.830419,3,finish,2,0,3
181.312147,3,finish,2,0,3
181.331654,3,finish,2,0,3
181.467557,3,finish,2,0,3
181.561423,3,finish,2,0,3
182.714686,3,finish,2,0,3
182.863255,3,finish,2,0,3
182.963686,3,finish,2,0,3
183.150673,3,finish,2,0,3
183.443016,3,finish,2,0,3
183.753922,3,finish,2,0,3
183.758046,3,finish,2,0,3
184.83252,3,finish,2,0,3
184.878839,3,finish,2,0,3
185.6247,3,finish,2,0,3
185.790571,3,finish,2,0,3
186.005332,3,finish,2,0,3
186.055865,3,finish,2,0,3
186.403985,3,finish,2,0,3
187.171261,3,finish,2,0,3
187.177117,3,finish,2,0,3
187.179609,3,finish,2,0,3
188.28926,3,finish,2,0,3
188.406272,3,finish,2,0,3
188.494545,3,finish,2,0,3
188.52593,3,finish,2,0,3
189.245047,3,finish,2,0,3
189.560941,3,finish,2,0,3
190.2855,3,finish,2,0,3
191.355519,3,finish,2,0,3
191.391796,3,finish,2,0,3
191.578046,3,finish,2,0,3
191.64451,3,finish,2,0,3
191.807738,3,finish,2,0,3
192.403632,3,finish,2,0,3
193.167677,3,finish,2,0,3
193.167677,2,return,3,0,3
193.330961,2,finish,3,0,3
193.573328,2,finish,3,0,3
193.616332,2,finish,3,0,3
193.69218,2,finish,3,0,3
194.099223,2,finish,3,0,3
194.346683,2,finish,3,0,3
194.465621,2,finish,3,0,3
194.574538,2,finish,3,0,3
194.574538,1,return,4,0,3
195.170943,1,finish,4,0,3
195.577349,1,finish,4,0,3
196.678803,1,finish,4,0,3
197.002408,1,finish,4,0,3
197.152016,1,finish,4,0,3
197.502467,1,finish,4,0,3
198.031724,1,finish,4,0,3
199.428224,1,finish,4,0,3
199.428224,1,return,5,0,2
200.717479,1,finish,5,0,2
200.717479,1,return,6,0,1
202.415681,1,finish,6,0,1
202.415681,1,return,5,0,2
203.75143,1,finish,5,0,2
203.75143,1,return,4,0,3
204.849574,1,finish,4,0,3
205.166248,1,finish,4,0,3
205.166248,1,return,5,0,2
